[2023-11-13T04:53:41.661+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_FinancialReport.Extract_Transform_BCTC manual__2023-11-13T04:53:25.493162+00:00 [queued]>
[2023-11-13T04:53:41.702+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_FinancialReport.Extract_Transform_BCTC manual__2023-11-13T04:53:25.493162+00:00 [queued]>
[2023-11-13T04:53:41.702+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-13T04:53:41.807+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): Extract_Transform_BCTC> on 2023-11-13 04:53:25.493162+00:00
[2023-11-13T04:53:41.817+0000] {standard_task_runner.py:57} INFO - Started process 1262 to run task
[2023-11-13T04:53:41.829+0000] {standard_task_runner.py:84} INFO - Running: ['airflow', 'tasks', 'run', 'ETL_FinancialReport', 'Extract_Transform_BCTC', 'manual__2023-11-13T04:53:25.493162+00:00', '--job-id', '8', '--raw', '--subdir', 'DAGS_FOLDER/updateBCTC.py', '--cfg-path', '/tmp/tmpmptlhub7']
[2023-11-13T04:53:41.833+0000] {standard_task_runner.py:85} INFO - Job 8: Subtask Extract_Transform_BCTC
[2023-11-13T04:53:42.086+0000] {task_command.py:416} INFO - Running <TaskInstance: ETL_FinancialReport.Extract_Transform_BCTC manual__2023-11-13T04:53:25.493162+00:00 [running]> on host 8de48f26182c
[2023-11-13T04:53:42.445+0000] {taskinstance.py:1662} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='trivominhit@gmail.com' AIRFLOW_CTX_DAG_OWNER='MinhTri' AIRFLOW_CTX_DAG_ID='ETL_FinancialReport' AIRFLOW_CTX_TASK_ID='Extract_Transform_BCTC' AIRFLOW_CTX_EXECUTION_DATE='2023-11-13T04:53:25.493162+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-11-13T04:53:25.493162+00:00'
[2023-11-13T04:54:16.791+0000] {logging_mixin.py:154} INFO - 0. Get A32 2125 rows
[2023-11-13T04:54:58.060+0000] {logging_mixin.py:154} INFO - 1. Get AAA 10176 rows
[2023-11-13T04:55:38.080+0000] {logging_mixin.py:154} INFO - 2. Get AAM 10176 rows
[2023-11-13T04:56:17.529+0000] {logging_mixin.py:154} INFO - 3. Get AAS 9123 rows
[2023-11-13T04:56:56.333+0000] {logging_mixin.py:154} INFO - 4. Get AAT 4496 rows
[2023-11-13T04:57:34.270+0000] {logging_mixin.py:154} INFO - 5. Get AAV 6344 rows
[2023-11-13T04:58:11.982+0000] {logging_mixin.py:154} INFO - 6. Get ABB 5026 rows
[2023-11-13T04:58:51.951+0000] {logging_mixin.py:154} INFO - 7. Get ABC 8265 rows
[2023-11-13T04:59:33.084+0000] {logging_mixin.py:154} INFO - 8. Get ABI 11260 rows
[2023-11-13T05:00:11.059+0000] {logging_mixin.py:154} INFO - 9. Get ABR 4114 rows
[2023-11-13T05:00:49.077+0000] {logging_mixin.py:154} INFO - 10. Get ABS 4616 rows
[2023-11-13T05:01:29.409+0000] {logging_mixin.py:154} INFO - 11. Get ABT 9921 rows
[2023-11-13T05:02:05.699+0000] {logging_mixin.py:154} INFO - 12. Get ABW 2920 rows
